ensembl	symbol	entrez
63601	ENSG00000117500	TMED5	50999
63602	ENSG00000279000	OR10A6	390093
63609	ENSG00000196482	ESRRG	2104
63610	ENSG00000170683	OR10A3	26496
63615	ENSG00000197312	DDI2	84301
63616	ENSG00000072133	RPS6KA6	27330
63618	ENSG00000138180	CEP55	55165
63619	ENSG00000163617	CCDC191	57577
63620	ENSG00000161179	YDJC	150223
63621	ENSG00000114541	FRMD4B	23150
63625	ENSG00000219438	FAM19A5	25817
63631	ENSG00000134824	FADS2	9415
63635	ENSG00000146457	WTAP	9589
63644	ENSG00000268654	MIMT1	100073347
63645	ENSG00000232490	OSBPL10-AS1	100874206
63647	ENSG00000197714	ZNF460	10794
63649	ENSG00000128185	DGCR6L	85359
63651	ENSG00000139597	N4BP2L1	90634
63652	ENSG00000224120	C6orf136	221545
63653	ENSG00000198482	ZNF808	388558
63654	ENSG00000136371	MTHFS	10588
63655	ENSG00000148156	ACTL7B	10880
63657	ENSG00000023191	RNH1	6050
63660	ENSG00000223443	USP17L2	377630
63661	ENSG00000076248	UNG	7374
63662	ENSG00000204516	MICB	4277
63663	ENSG00000274947	KIR2DS4	3809
63665	ENSG00000066654	THUMPD1	55623
63666	ENSG00000173597	SULT1B1	27284
63667	ENSG00000160396	HIPK4	147746
63668	ENSG00000070031	SCT	6343
63670	ENSG00000203943	SAMD13	148418
63671	ENSG00000168135	KCNJ4	3761
63675	ENSG00000147647	DPYS	1807
63681	ENSG00000228147	HCG22	285834
63682	ENSG00000228321	TNF	7124
63683	ENSG00000165060	FXN	2395
63687	ENSG00000204583	LRCOL1	100507055
63688	ENSG00000277964	KIR2DL4	3805
63689	ENSG00000144331	ZNF385B	151126
63691	ENSG00000147687	TATDN1	83940
63693	ENSG00000151694	ADAM17	6868
63694	ENSG00000162384	C1orf123	54987
63695	ENSG00000109794	FAM149A	25854
63697	ENSG00000177414	UBE2U	148581
63698	ENSG00000182261	NLRP10	338322
63699	ENSG00000136270	TBRG4	9238
63700	ENSG00000215717	TMEM167B	56900
63703	ENSG00000102265	TIMP1	7076
63709	ENSG00000234514	LST1	7940
63711	ENSG00000183150	GPR19	2842
63712	ENSG00000203785	SPRR2E	6704
63716	ENSG00000176485	PLA2G16	11145
63718	ENSG00000198814	GK	2710
63719	ENSG00000164022	AIMP1	9255
63721	ENSG00000275583	KIR2DS2	100132285
63722	ENSG00000214128	TMEM213	155006
63723	ENSG00000156642	NPTN	27020
63724	ENSG00000132010	ZNF20	7568
63725	ENSG00000178171	AMER3	205147
63727	ENSG00000197959	DNM3	26052
63728	ENSG00000096063	SRPK1	6732
63731	ENSG00000070761	CFAP20	29105
63732	ENSG00000078399	HOXA9	3205
63733	ENSG00000172590	MRPL52	122704
63734	ENSG00000177410	ZFAS1	441951
63735	ENSG00000160117	ANKLE1	126549
63737	ENSG00000230921	HAO2-IT1	100874270
63740	ENSG00000203879	GDI1	2664
63745	ENSG00000241336	LINC01487	101928190
63748	ENSG00000164687	FABP5	2171
63749	ENSG00000116882	HAO2	51179
63750	ENSG00000168591	TMUB2	79089
63752	ENSG00000213904	LIPE-AS1	100996307
63753	ENSG00000213904	LIPE-AS1	101930071
63757	ENSG00000183778	B3GALT5	10317
63759	ENSG00000186090	HTR3D	200909
63761	ENSG00000146918	NCAPG2	54892
63763	ENSG00000224744	PSORS1C3	100130889
63771	ENSG00000189227	C15orf61	145853
63772	ENSG00000112378	PERP	64065
63773	ENSG00000225060	PPP1R18	170954
63776	ENSG00000196946	ZNF705A	440077
63777	ENSG00000196946	ZNF705A	100131539
63779	ENSG00000129422	MTUS1	57509
63780	ENSG00000077454	LRCH4	4034
63781	ENSG00000187003	ACTL7A	10881
63782	ENSG00000090316	MAEA	10296
63784	ENSG00000076513	ANKRD13A	88455
63785	ENSG00000108349	CASC3	22794
63787	ENSG00000236032	OR5H14	403273
63788	ENSG00000170214	ADRA1B	147
63789	ENSG00000233412	OR5H15	403274
63791	ENSG00000143756	FBXO28	23219
63792	ENSG00000162551	ALPL	249
63793	ENSG00000164808	SPIDR	23514
63797	ENSG00000022277	RTFDC1	51507
63798	ENSG00000154646	TMPRSS15	5651
63799	ENSG00000058091	CDK14	5218
63800	ENSG00000250295	RDH10-AS1	101926926
63801	ENSG00000159166	LAD1	3898
63803	ENSG00000154380	ENAH	55740
63804	ENSG00000277868	CCDC125	202243
63805	ENSG00000135451	TROAP	10024
63806	ENSG00000244274	DBNDD2	55861
63808	ENSG00000118200	CAMSAP2	23271
63809	ENSG00000161180	CCDC116	164592
63810	ENSG00000197938	OR5H2	79310
63813	ENSG00000174132	FAM174A	345757
63814	ENSG00000276537	TTYH1	57348
63815	ENSG00000279922	OR5H6	79295
63816	ENSG00000187151	ANGPTL5	253935
63824	ENSG00000105464	GRIN2D	2906
63825	ENSG00000100122	CRYBB1	1414
63836	ENSG00000213185	FAM24B	196792
63837	ENSG00000179363	TMEM31	203562
63839	ENSG00000233573	TRIM31	11074
63841	ENSG00000234846	NEU1	4758
63842	ENSG00000183833	MAATS1	89876
63844	ENSG00000182108	DEXI	28955
63845	ENSG00000244094	SPRR2F	6705
63847	ENSG00000166974	MAPRE2	10982
63848	ENSG00000250218	ALDH1L1-AS1	100874204
63850	ENSG00000138138	ATAD1	84896
63852	ENSG00000104129	DNAJC17	55192
63854	ENSG00000115085	ZAP70	7535
63855	ENSG00000220890	HCG27	253018
63863	ENSG00000204287	HLA-DRA	3122
63865	ENSG00000169251	NMD3	51068
63866	ENSG00000231028	LINC00271	100131814
63867	ENSG00000223820	CFL1P1	142913
63872	ENSG00000224782	PFDN6	10471
63874	ENSG00000276595	PTCHD3	374308
63876	ENSG00000206536	OR5K3	403277
63880	ENSG00000196098	OR5K4	403278
63885	ENSG00000152104	PTPN14	5784
63888	ENSG00000110318	CEP126	57562
63890	ENSG00000138161	CUZD1	50624
63894	ENSG00000196569	LAMA2	3908
63898	ENSG00000275300	MCCC2	64087
63901	ENSG00000196805	SPRR2B	6701
63907	ENSG00000189377	CXCL17	284340
63910	ENSG00000136531	SCN2A	6326
63912	ENSG00000233570	LINC00690	100996597
63916	ENSG00000006534	ALDH3B1	221
63920	ENSG00000137757	CASP5	838
63922	ENSG00000070087	PFN2	5217
63923	ENSG00000165626	BEND7	222389
63926	ENSG00000056558	TRAF1	7185
63927	ENSG00000075785	RAB7A	7879
63932	ENSG00000159516	SPRR2G	6706
63933	ENSG00000183395	PMCH	5367
63935	ENSG00000205609	EIF3CL	728689
63940	ENSG00000077549	CAPZB	832
63941	ENSG00000151967	SCHIP1	29970
63942	ENSG00000161513	FDXR	2232
63943	ENSG00000142937	RPS8	6202
63944	ENSG00000083454	P2RX5	5026
63945	ENSG00000168913	ENHO	375704
63947	ENSG00000197475	ADAM3A	1587
63949	ENSG00000135018	UBQLN1	29979
63951	ENSG00000246022	ALDH1L1-AS2	100862662
63953	ENSG00000173406	DAB1	1600
63954	ENSG00000017427	IGF1	3479
63955	ENSG00000221826	PSG3	5671
63956	ENSG00000169393	ELSPBP1	64100
63957	ENSG00000099901	RANBP1	5902
63961	ENSG00000075292	ZNF638	27332
63962	ENSG00000166278	C2	717
63963	ENSG00000082556	OPRK1	4986
63964	ENSG00000129347	KRI1	65095
63965	ENSG00000075702	WDR62	284403
63966	ENSG00000086598	TMED2	10959
63969	ENSG00000126858	RHOT1	55288
63970	ENSG00000278856	KIR3DL1	3811
63972	ENSG00000119335	SET	6418
63974	ENSG00000164124	TMEM144	55314
63975	ENSG00000131042	LILRB2	10288
63976	ENSG00000132424	PNISR	25957
63977	ENSG00000225899	FRG2B	441581
63978	ENSG00000173040	EVC2	132884
63980	ENSG00000164116	GUCY1A3	2982
63982	ENSG00000177311	ZBTB38	253461
63983	ENSG00000070501	POLB	5423
63984	ENSG00000165997	ARL5B	221079
63985	ENSG00000108588	CCDC47	57003
63987	ENSG00000006025	OSBPL7	114881
63988	ENSG00000112761	WISP3	8838
63989	ENSG00000206287	RING1	6015
63993	ENSG00000145808	ADAMTS19	171019
64000	ENSG00000197128	ZNF772	400720
64001	ENSG00000239810	PRAMEF11	440560
64002	ENSG00000173214	KIAA1919	91749
64008	ENSG00000184385	UMODL1-AS1	150147
64010	ENSG00000248228	SLIT2-IT1	100505893
64015	ENSG00000146006	LRRTM2	26045
64018	ENSG00000150394	CDH8	1006
64029	ENSG00000138434	SSFA2	6744
64030	ENSG00000163029	SMC6	79677
64031	ENSG00000274437	DERL3	91319
64032	ENSG00000132780	NASP	4678
64033	ENSG00000206337	HCP5	10866
64034	ENSG00000142892	PIGK	10026
64036	ENSG00000061273	HDAC7	51564
64039	ENSG00000136731	UGGT1	56886
64041	ENSG00000082213	C5orf22	55322
64044	ENSG00000196361	ELAVL3	1995
64045	ENSG00000177398	UMODL1	89766
64046	ENSG00000215695	RSC1A1	6248
64048	ENSG00000100139	MICALL1	85377
64049	ENSG00000146574	CCZ1B	221960
64051	ENSG00000005187	ACSM3	6296
64057	ENSG00000163930	BAP1	8314
64059	ENSG00000056097	ZFR	51663
64063	ENSG00000198026	ZNF335	63925
64064	ENSG00000237737	DCTN1-AS1	100189589
64065	ENSG00000079689	SCGN	10590
64066	ENSG00000228383	FAM197Y7P	252946
64067	ENSG00000228383	FAM197Y7P	100289150
64068	ENSG00000134716	CYP2J2	1573
64069	ENSG00000198691	ABCA4	24
64071	ENSG00000133115	STOML3	161003
64073	ENSG00000132153	DHX30	22907
64074	ENSG00000155087	ODF1	4956
64075	ENSG00000162738	VANGL2	57216
64081	ENSG00000181616	OR52H1	390067
64088	ENSG00000141527	CARD14	79092
64092	ENSG00000151475	SLC25A31	83447
64105	ENSG00000178726	THBD	7056
64106	ENSG00000198799	LRIG2	9860
64107	ENSG00000063245	EPN1	29924
64108	ENSG00000229549	TSPY8	728403
64109	ENSG00000136698	CFC1	55997
64110	ENSG00000135587	SMPD2	6610
64111	ENSG00000189337	KAZN	23254
64112	ENSG00000141524	TMC6	11322
64113	ENSG00000092067	CEBPE	1053
64119	ENSG00000174500	GCSAM	257144
64121	ENSG00000172936	MYD88	4615
64125	ENSG00000160886	LY6K	54742
64126	ENSG00000279012	OR51B2	79345
64127	ENSG00000175518	UBQLNL	143630
64129	ENSG00000007314	SCN4A	6329
64130	ENSG00000117450	PRDX1	5052
64133	ENSG00000167359	OR51I1	390063
64137	ENSG00000185668	POU3F1	5453
64139	ENSG00000197299	BLM	641
64158	ENSG00000157212	PAXIP1	22976
64159	ENSG00000109065	NAT9	26151
64160	ENSG00000224143	EHMT2	10919
64161	ENSG00000197487	GALP	85569
64162	ENSG00000113369	ARRDC3	57561
64163	ENSG00000173402	DAG1	1605
64165	ENSG00000119640	ACYP1	97
64166	ENSG00000105821	DNAJC2	27000
64170	ENSG00000130307	USHBP1	83878
64174	ENSG00000184292	TACSTD2	4070
64178	ENSG00000185480	PARPBP	55010
64179	ENSG00000236279	CLEC2L	154790
64182	ENSG00000155970	MICU3	286097
64184	ENSG00000187553	CYP26C1	340665
64185	ENSG00000103599	IQCH	64799
64186	ENSG00000258659	TRIM34	53840
64187	ENSG00000100196	KDELR3	11015
64190	ENSG00000121853	GHSR	2693
64194	ENSG00000188389	PDCD1	5133
64195	ENSG00000254206	NPIPB11	728888
64196	ENSG00000162511	LAPTM5	7805
64199	ENSG00000070731	ST6GALNAC2	10610
64202	ENSG00000130956	HABP4	22927
64207	ENSG00000204644	ZFP57	346171
64209	ENSG00000182841	RRP7BP	91695
64211	ENSG00000134253	TRIM45	80263
64214	ENSG00000260001	TGFBR3L	100507588
64215	ENSG00000277059	KIAA0125	9834
64216	ENSG00000198586	TLK1	9874
64218	ENSG00000102393	GLA	2717
64221	ENSG00000274349	ZNF658	26149
64222	ENSG00000137078	SIT1	27240
64223	ENSG00000034152	MAP2K3	5606
64224	ENSG00000231943	PGM5P4-AS1	101929127
64225	ENSG00000231943	PGM5P4-AS1	103344932
64227	ENSG00000133116	KL	9365
64228	ENSG00000160472	TMEM190	147744
64230	ENSG00000104213	PDGFRL	5157
64231	ENSG00000276561	IRF7	3665
64239	ENSG00000153832	FBXO36	130888
64241	ENSG00000170323	FABP4	2167
64243	ENSG00000203795	FAM24A	118670
64244	ENSG00000107862	GBF1	8729
64247	ENSG00000135108	FBXO21	23014
64255	ENSG00000116455	WDR77	79084
64258	ENSG00000197416	FABP12	646486
64259	ENSG00000276821	OR2T2	401992
64260	ENSG00000144596	GRIP2	80852
64262	ENSG00000197901	SLC22A6	9356
64264	ENSG00000107779	BMPR1A	657
64265	ENSG00000134258	VTCN1	79679
64275	ENSG00000163518	FCRL4	83417
64276	ENSG00000166573	GALR1	2587
64277	ENSG00000163867	ZMYM6	9204
64278	ENSG00000010404	IDS	3423
64297	ENSG00000205186	FABP9	646480
64300	ENSG00000000460	C1orf112	55732
64301	ENSG00000145934	TENM2	57451
64303	ENSG00000198331	HYLS1	219844
64304	ENSG00000147588	PMP2	5375
64309	ENSG00000224264	VARS	7407
64310	ENSG00000103404	USP31	57478
64311	ENSG00000115657	ABCB6	10058
64312	ENSG00000142173	COL6A2	1292
64313	ENSG00000274939	TBC1D3B	414059
64314	ENSG00000078246	TULP3	7289
64316	ENSG00000165970	SLC6A5	9152
64317	ENSG00000276043	UHRF1	29128
64318	ENSG00000064205	WISP2	8839
64321	ENSG00000233493	TMEM238	388564
64324	ENSG00000108828	VAT1	10493
64325	ENSG00000268758	ADGRE4P	326342
64327	ENSG00000179364	PACS2	23241
64329	ENSG00000141698	NT5C3B	115024
64330	ENSG00000084463	WBP11	51729
64332	ENSG00000120262	CCDC170	80129
64333	ENSG00000186603	HPDL	84842
64334	ENSG00000168917	SLC35G2	80723
64340	ENSG00000152154	TMEM178A	130733
64341	ENSG00000145050	MANF	7873
64344	ENSG00000267680	ZNF224	7767
64345	ENSG00000107566	ERLIN1	10613
64346	ENSG00000107593	PKD2L1	9033
64348	ENSG00000245849	RAD51-AS1	100505648
64350	ENSG00000130449	ZSWIM6	57688
64356	ENSG00000124469	CEACAM8	1088
64358	ENSG00000138411	HECW2	57520
64368	ENSG00000273518	KIR3DL1	3811
64369	ENSG00000112539	C6orf118	168090
64370	ENSG00000112041	TULP1	7287
64371	ENSG00000155893	PXYLP1	92370
64372	ENSG00000111729	CLEC4A	50856
64374	ENSG00000021645	NRXN3	9369
64375	ENSG00000213901	SLC23A3	151295
64376	ENSG00000136807	CDK9	1025
64377	ENSG00000144908	ALDH1L1	10840
64378	ENSG00000119326	CTNNAL1	8727
64379	ENSG00000170852	KBTBD2	25948
64383	ENSG00000047410	TPR	7175
64384	ENSG00000165632	TAF3	83860
64388	ENSG00000183397	C19orf71	100128569
64394	ENSG00000055732	MCOLN3	55283
64395	ENSG00000113312	TTC1	7265
64397	ENSG00000143256	PFDN2	5202
64399	ENSG00000118762	PKD2	5311
64401	ENSG00000176563	CNTD1	124817
64403	ENSG00000135778	NTPCR	84284
64404	ENSG00000173511	VEGFB	7423
64405	ENSG00000173705	SUSD5	26032
64412	ENSG00000171960	PPIH	10465
64413	ENSG00000172238	ATOH1	474
64415	ENSG00000188070	C11orf95	65998
64416	ENSG00000143753	DEGS1	8560
64419	ENSG00000225201	HLA-E	3133
64442	ENSG00000113810	SMC4	10051
64445	ENSG00000155629	PIK3AP1	118788
64447	ENSG00000104413	ESRP1	54845
64451	ENSG00000185404	SP140L	93349
64455	ENSG00000116473	RAP1A	5906
64458	ENSG00000187189	TSPYL4	23270
64459	ENSG00000186367	KIAA1024L	100127206
64460	ENSG00000249421	ADAMTS19-AS1	103689846
64461	ENSG00000158796	DEDD	9191
64469	ENSG00000168779	SHOX2	6474
64479	ENSG00000198561	CTNND1	1500
64485	ENSG00000008056	SYN1	6853
64486	ENSG00000237290	LINC01343	339442
64495	ENSG00000116521	SCAMP3	10067
64496	ENSG00000118246	FASTKD2	22868
64499	ENSG00000256294	ZNF225	7768
64500	ENSG00000106723	SPIN1	10927
64501	ENSG00000130159	ECSIT	51295
64503	ENSG00000172889	EGFL7	51162
64508	ENSG00000132763	MMACHC	25974
64509	ENSG00000125482	TTF1	7270
64514	ENSG00000204282	TNRC6C-AS1	100131096
64517	ENSG00000168005	C11orf84	144097
64522	ENSG00000186298	PPP1CC	5501
64524	ENSG00000185250	PPIL6	285755
64525	ENSG00000203804	ADAMTSL4-AS1	574406
64526	ENSG00000107105	ELAVL2	1993
64528	ENSG00000179583	CIITA	4261
64529	ENSG00000198108	CHSY3	337876
64530	ENSG00000250588	IQCJ-SCHIP1	29970
64531	ENSG00000250588	IQCJ-SCHIP1	100505385
64532	ENSG00000132702	HAPLN2	60484
64533	ENSG00000162377	COA7	65260
64534	ENSG00000162592	CCDC27	148870
64535	ENSG00000041357	PSMA4	5685
64541	ENSG00000203878	CHIAP2	149620
64543	ENSG00000212993	POU5F1B	5462
64544	ENSG00000078687	TNRC6C	57690
64545	ENSG00000161091	MFSD12	126321
64546	ENSG00000043093	DCUN1D1	54165
64548	ENSG00000246228	CASC8	727677
64550	ENSG00000148356	LRSAM1	90678
64551	ENSG00000166888	STAT6	6778
64552	ENSG00000059804	SLC2A3	6515
64553	ENSG00000160712	IL6R	3570
64554	ENSG00000169031	COL4A3	1285
64557	ENSG00000197712	FAM114A1	92689
64561	ENSG00000227402	SLC39A7	7922
64562	ENSG00000170310	STX8	9482
64563	ENSG00000159256	MORC3	23515
64565	ENSG00000118804	STBD1	8987
64568	ENSG00000122515	ZMIZ2	83637
64570	ENSG00000158793	NIT1	4817
64578	ENSG00000117305	HMGCL	3155
64579	ENSG00000160145	KALRN	8997
64580	ENSG00000143382	ADAMTSL4	54507
64581	ENSG00000134444	KIAA1468	57614
64582	ENSG00000159199	ATP5G1	516
64584	ENSG00000177565	TBL1XR1	79718
64585	ENSG00000262607	IQSEC3	440073
64587	ENSG00000273749	CYFIP1	23191
64589	ENSG00000173621	LRFN4	78999
64590	ENSG00000139908	TSSK4	283629
64591	ENSG00000188396	TCTEX1D4	343521
64593	ENSG00000278207	KIR2DL1	3802
64594	ENSG00000134744	ZCCHC11	23318
64595	ENSG00000089169	RPH3A	22895
64599	ENSG00000107864	CPEB3	22849
64600	ENSG00000140950	TLDC1	57707
64601	ENSG00000204209	DAXX	1616
64602	ENSG00000140451	PIF1	80119
64603	ENSG00000065154	OAT	4942
64604	ENSG00000280997	CCAT2	101805488
64607	ENSG00000134294	SLC38A2	54407
64610	ENSG00000125651	GTF2F1	2962
64622	ENSG00000254440	PBOV1	59351
64626	ENSG00000240922	LSAMP-AS1	101926903
64628	ENSG00000180953	ST20	400410
64629	ENSG00000170615	SLC26A5	375611
64632	ENSG00000162104	ADCY9	115
64633	ENSG00000110060	PUS3	83480
64635	ENSG00000112379	ARFGEF3	57221
64636	ENSG00000149506	ZP1	22917
64637	ENSG00000185559	DLK1	8788
64646	ENSG00000177558	FAM187B	148109
64647	ENSG00000136011	STAB2	55576
64648	ENSG00000080345	RIF1	55183
64649	ENSG00000204086	RPA4	29935
64651	ENSG00000180628	PCGF5	84333
64654	ENSG00000122543	OCM	654231
64655	ENSG00000140553	UNC45A	55898
64656	ENSG00000139116	KIF21A	55605
64657	ENSG00000170128	GPR25	2848
64658	ENSG00000162244	RPL29	6159
64668	ENSG00000174177	CTU2	348180
64669	ENSG00000114107	CEP70	80321
64670	ENSG00000131475	VPS25	84313
64671	ENSG00000077327	SPAG6	9576
64672	ENSG00000130844	ZNF331	55422
64675	ENSG00000164091	WDR82	80335
64676	ENSG00000106113	CRHR2	1395
64683	ENSG00000189157	FAM47E	100129583
64684	ENSG00000241104	CEACAMP10	284344
64688	ENSG00000136861	CDK5RAP2	55755
64689	ENSG00000168710	AHCYL1	10768
64690	ENSG00000188536	HBA2	3040
64694	ENSG00000165462	PHOX2A	401
64695	ENSG00000164944	KIAA1429	25962
64704	ENSG00000172209	GPR22	2845
64706	ENSG00000163531	NFASC	23114
64709	ENSG00000138472	GUCA1C	9626
64710	ENSG00000152270	PDE3B	5140
64711	ENSG00000221955	SLC12A8	84561
64713	ENSG00000134825	TMEM258	746
64716	ENSG00000101327	PDYN	5173
64717	ENSG00000164933	SLC25A32	81034
64718	ENSG00000183747	ACSM2A	123876
64719	ENSG00000120068	HOXB8	3218
64723	ENSG00000070808	CAMK2A	815
64724	ENSG00000127328	RAB3IP	117177
64725	ENSG00000170689	HOXB9	3219
64726	ENSG00000154310	TNIK	23043
64727	ENSG00000145391	SETD7	80854
64730	ENSG00000213934	HBG1	3047
64732	ENSG00000160392	C19orf47	126526
64735	ENSG00000100926	TM9SF1	10548
64737	ENSG00000186272	ZNF17	7565
64741	ENSG00000221978	CCNL2	81669
64742	ENSG00000105865	DUS4L	11062
64743	ENSG00000099365	STX1B	112755
64744	ENSG00000144736	SHQ1	55164
64745	ENSG00000128059	PPAT	5471
64746	ENSG00000108848	LUC7L3	51747
64747	ENSG00000181754	AMIGO1	57463
64749	ENSG00000204832	ST8SIA6-AS1	100128098
64756	ENSG00000164951	PDP1	54704
64757	ENSG00000064703	DDX20	11218
64758	ENSG00000140750	ARHGAP17	55114
64765	ENSG00000071564	TCF3	6929
64768	ENSG00000148488	ST8SIA6	338596
64771	ENSG00000156925	ZIC3	7547
64774	ENSG00000125347	IRF1	3659
64776	ENSG00000116580	GON4L	54856
64777	ENSG00000187187	ZNF546	339327
64778	ENSG00000065150	IPO5	3843
64779	ENSG00000175054	ATR	545
64785	ENSG00000119318	RAD23B	5887
64786	ENSG00000126456	IRF3	3661
64787	ENSG00000228789	HCG22	285834
64788	ENSG00000123358	NR4A1	3164
64789	ENSG00000105290	APLP1	333
64790	ENSG00000168237	GLYCTK	132158
64801	ENSG00000227801	COL11A2	1302
64802	ENSG00000144445	KANSL1L	151050
64803	ENSG00000204930	FAM221B	392307
64804	ENSG00000198681	MAGEA1	4100
64805	ENSG00000166947	EPB42	2038
64807	ENSG00000163362	C1orf106	55765
64808	ENSG00000103355	PRSS33	260429
64809	ENSG00000165458	INPPL1	3636
64812	ENSG00000213719	CLIC1	1192
64813	ENSG00000167037	SGSM1	129049
64814	ENSG00000168701	TMEM208	29100
64815	ENSG00000139350	NEDD1	121441
64817	ENSG00000148572	NRBF2	29982
64819	ENSG00000260027	HOXB7	3217
64820	ENSG00000272414	FAM47E-STBD1	100631383
64821	ENSG00000163320	CGGBP1	8545
64823	ENSG00000198910	L1CAM	3897
64825	ENSG00000204542	C6orf15	29113
64826	ENSG00000254671	STT3A-AS1	105369550
64834	ENSG00000223699	COL11A2	1302
64836	ENSG00000276880	IFI27L1	122509
64837	ENSG00000136546	SCN7A	6332
64838	ENSG00000121022	COPS5	10987
64839	ENSG00000262755	OR8K3	219473
64843	ENSG00000179600	GPHB5	122876
64846	ENSG00000145703	IQGAP2	10788
64847	ENSG00000163141	BNIPL	149428
64848	ENSG00000067167	TRAM1	23471
64849	ENSG00000183251	OR51B4	79339
64858	ENSG00000167895	TMC8	147138
64859	ENSG00000105146	AURKC	6795
64860	ENSG00000145901	TNIP1	10318
64861	ENSG00000151500	THYN1	29087
64862	ENSG00000178084	HTR3C	170572
64864	ENSG00000276615	KEL	3792
64866	ENSG00000126522	ASL	435
64867	ENSG00000169692	AGPAT2	10555
64869	ENSG00000019991	HGF	3082
64871	ENSG00000143627	PKLR	5313
64872	ENSG00000089327	FXYD5	53827
64879	ENSG00000232510	TRIM31-AS1	104533120
64880	ENSG00000206513	UBD	10537
64885	ENSG00000228454	C4B	721
64896	ENSG00000227929	SRGAP3-AS3	100288831
64898	ENSG00000135409	AMHR2	269
64899	ENSG00000107554	DNMBP	23268
64900	ENSG00000116604	MEF2D	4209
64901	ENSG00000230985	VARS2	57176
64902	ENSG00000242180	OR51B5	282763
64905	ENSG00000268006	PTOV1-AS1	100506033
64908	ENSG00000206573	THUMPD3-AS1	440944
64909	ENSG00000275306	KIR2DS1	3806
64910	ENSG00000206315	PBX2	5089
64911	ENSG00000206512	OR2H2	7932
64913	ENSG00000178279	TNP2	7142
64914	ENSG00000100201	DDX17	10521
64915	ENSG00000186529	CYP4F3	4051
64917	ENSG00000229698	HLA-F	3134
64918	ENSG00000124151	NCOA3	8202
64919	ENSG00000100033	PRODH	5625
64923	ENSG00000135074	ADAM19	8728
64925	ENSG00000116260	QSOX1	5768
64926	ENSG00000163645	ERICH6	131831
64933	ENSG00000160888	IER2	9592
64935	ENSG00000150526	MIA2	117153
64938	ENSG00000181045	SLC26A11	284129
64942	ENSG00000128298	BAIAP2L2	80115
64946	ENSG00000163938	GNL3	26354
64948	ENSG00000140807	NKD1	85407
64950	ENSG00000248522	SBF1P1	100133234
64952	ENSG00000121236	TRIM6	117854
64953	ENSG00000110104	CCDC86	79080
64955	ENSG00000149609	C20orf144	128864
64959	ENSG00000116691	MIIP	60672
64964	ENSG00000182584	ACTL10	170487
64965	ENSG00000174799	CEP135	9662
64967	ENSG00000186132	C2orf76	130355
64969	ENSG00000248197	LINC00290	728081
64971	ENSG00000278481	KIR2DL5B	553128
64973	ENSG00000185338	SOCS1	8651
64974	ENSG00000100577	GSTZ1	2954
64978	ENSG00000104432	IL7	3574
64981	ENSG00000122304	PRM2	5620
64983	ENSG00000204538	PSORS1C2	170680
64986	ENSG00000177469	PTRF	284119
64989	ENSG00000204539	CDSN	1041
64990	ENSG00000278622	TSEN34	79042
64991	ENSG00000157404	KIT	3815
64992	ENSG00000188785	ZNF548	147694
64994	ENSG00000249375	CASC11	100270680
64999	ENSG00000125967	NECAB3	63941
65003	ENSG00000206511	GABBR1	2550
65004	ENSG00000100865	CINP	51550
65005	ENSG00000147571	CRH	1392
65006	ENSG00000137133	HINT2	84681
65007	ENSG00000184908	CLCNKB	1188
65008	ENSG00000087842	PIR	8544
65011	ENSG00000126261	UBA2	10054
65012	ENSG00000177023	DEFB104B	503618
65015	ENSG00000167272	POP5	51367
65016	ENSG00000231377	DHX16	8449
65017	ENSG00000204444	APOM	55937
65018	ENSG00000159871	LYPD5	284348
65019	ENSG00000147082	CCNB3	85417
65020	ENSG00000214046	SMIM7	79086
65021	ENSG00000136802	LRRC8A	56262
65022	ENSG00000187082	DEFB106B	503841
65026	ENSG00000167972	ABCA3	21
65030	ENSG00000240137	ERICH6-AS1	101928085
65033	ENSG00000135845	PIGC	5279
65040	ENSG00000131174	COX7B	1349
65043	ENSG00000186599	DEFB105B	504180
65045	ENSG00000168828	OR13J1	392309
65049	ENSG00000170262	MRAP	56246
65052	ENSG00000185112	FAM43A	131583
65053	ENSG00000174456	C12orf76	400073
65056	ENSG00000196196	HRCT1	646962
65058	ENSG00000189319	FAM53B	9679
65061	ENSG00000175646	PRM1	5619
65068	ENSG00000110851	PRDM4	11108
65069	ENSG00000227954	TARID	100507308
65070	ENSG00000136045	PWP1	11137
65071	ENSG00000204540	PSORS1C1	170679
65075	ENSG00000181788	SIAH2	6478
65078	ENSG00000198129	DEFB107B	503614
65079	ENSG00000154813	DPH3	285381
65080	ENSG00000197172	MAGEA6	4105
65083	ENSG00000255251	PRR23D1	100131608
65084	ENSG00000166337	TAF10	6881
65090	ENSG00000137403	HLA-F	3134
65091	ENSG00000135829	DHX9	1660
65092	ENSG00000171097	CCBL1	883
65093	ENSG00000134376	CRB1	23418
65094	ENSG00000223775	MRPS18B	28973
65095	ENSG00000127054	CPSF3L	54973
65101	ENSG00000232973	CYP1B1-AS1	285154
65104	ENSG00000128228	SDF2L1	23753
65107	ENSG00000165716	FAM69B	138311
65109	ENSG00000235387	LINC00961	158376
65110	ENSG00000137251	TINAG	27283
65111	ENSG00000143384	MCL1	4170
65113	ENSG00000143127	ITGA10	8515
65116	ENSG00000179299	NSUN7	79730
65118	ENSG00000153266	FEZF2	55079
65120	ENSG00000168268	NT5DC2	64943
65121	ENSG00000233016	SNHG7	84973
65122	ENSG00000223802	CERS1	2657
