Source	Target	Type
ENSG00000100811	YY1_Q4_01	protein
FOXJ2_01	ENSG00000156853	regulate
FOXP1_01	ENSG00000169951	regulate
CDX2_Q6	ENSG00000134532	regulate
HDAC2_06	ENSG00000117595	regulate
POU2F1SOX2_01	ENSG00000018607	regulate
FOXO1_02	ENSG00000204532	regulate
ERFETV7_01	ENSG00000144355	regulate
FOXJ2_01	ENSG00000198597	regulate
PAX7_01	ENSG00000118156	regulate
HDAC2_06	ENSG00000171940	regulate
SRF_C	ENSG00000067082	regulate
HNF3_Q6_01	ENSG00000235109	regulate
CDX_Q5	ENSG00000267508	regulate
HDAC2_06	ENSG00000108924	regulate
ENSG00000144852	RXRPXR_Q2	protein
ENSG00000153879	CEBP_Q3	protein
HDAC2_06	ENSG00000135373	regulate
ENSG00000135100	HNF1_Q6	protein
ENSG00000102974	CTCF_01	protein
FOXC1_03	ENSG00000143178	regulate
HDAC2_06	ENSG00000170608	regulate
ENSG00000143390	EFC_Q6	protein
MEIS1ONECUT2_01	ENSG00000197808	regulate
HFH3_01	ENSG00000244405	regulate
ENSG00000197063	TCF11MAFG_01	protein
HNF3_Q6_01	ENSG00000012223	regulate
HDAC2_06	ENSG00000197587	regulate
PROP1_02	ENSG00000198740	regulate
FOXJ2HOXB13_01	ENSG00000120738	regulate
ENSG00000069011	ETV2PITX1_01	protein
EGR1_12	ENSG00000186026	regulate
RUNX2_04	ENSG00000177030	regulate
ENSG00000198740	ZNF652_04	protein
ENSG00000172789	HOXC5_01	protein
HESX1_02	ENSG00000244405	regulate
HNF1_02	ENSG00000025156	regulate
HDAC2_06	ENSG00000187559	regulate
SOX14_06	ENSG00000066422	regulate
ENSG00000139515	IPF1_05	protein
ZNF136_03	ENSG00000121903	regulate
POU5F1_06	ENSG00000067646	regulate
FOXJ2_01	ENSG00000111206	regulate
BCL6_01	ENSG00000185551	regulate
RORC_01	ENSG00000196826	regulate
HDAC2_06	ENSG00000175745	regulate
HNF3_Q6_01	ENSG00000164011	regulate
MEOX2_03	ENSG00000198455	regulate
ENSG00000084093	REST_04	protein
SOX18_05	ENSG00000122877	regulate
MSX1_02	ENSG00000162599	regulate
ENSG00000057657	PRDM1_05	protein
HFH3_01	ENSG00000171872	regulate
ENSG00000186350	RXRRAR_01	protein
ENSG00000124216	SNA_Q4	protein
HDAC2_06	ENSG00000063438	regulate
ENSG00000197905	TEAD4DLX3_01	protein
HDAC2_06	ENSG00000185252	regulate
PEG3_04	ENSG00000169554	regulate
TCF11_01	ENSG00000185177	regulate
HFH3_01	ENSG00000144026	regulate
ENSG00000176293	ZNF135_03	protein
HOXC8_01	ENSG00000197905	regulate
EGR1_12	ENSG00000267508	regulate
HNF3B_01	ENSG00000125285	regulate
EGR1_12	ENSG00000167685	regulate
IRF3_Q3	ENSG00000196458	regulate
IRX5_01	ENSG00000100968	regulate
PIT1_Q6	ENSG00000221923	regulate
FOXP1_01	ENSG00000143842	regulate
CRX_Q6	ENSG00000167637	regulate
RPC155_01	ENSG00000198633	regulate
ZNF263_02	ENSG00000120093	regulate
ENSG00000124664	FOXO1SPDEF_01	protein
RPC155_01	ENSG00000213967	regulate
AR_Q6_01	ENSG00000185697	regulate
IRF1_05	ENSG00000197587	regulate
IRF1_05	ENSG00000119715	regulate
CEBPG_Q6	ENSG00000143257	regulate
GCM2SOX15_01	ENSG00000159556	regulate
ENSG00000172819	RARG_Q3	protein
PLZF_02	ENSG00000196482	regulate
SETDB1_01	ENSG00000103199	regulate
ENSG00000129194	SOX15_06	protein
FOXD3_04	ENSG00000122034	regulate
CRX_Q6	ENSG00000172468	regulate
S8_01	ENSG00000160094	regulate
FOXJ2_02	ENSG00000250312	regulate
HDAC2_06	ENSG00000007968	regulate
FOXP1_01	ENSG00000108788	regulate
HDAC2_06	ENSG00000143379	regulate
HDAC2_06	ENSG00000160973	regulate
CART1_01	ENSG00000173575	regulate
HOX13_02	ENSG00000101057	regulate
ENSG00000125533	BHLHE23_02	protein
ZNF133_04	ENSG00000174279	regulate
ERR1_Q2	ENSG00000112837	regulate
EGR1_12	ENSG00000170608	regulate
SP3_Q3	ENSG00000107187	regulate
MEF2_Q6_03	ENSG00000184271	regulate
NANOG_02	ENSG00000119138	regulate
SETDB1_01	ENSG00000196597	regulate
BCL6_01	ENSG00000067955	regulate
ENSG00000170345	JUNDFOS_01	protein
HDAC2_06	ENSG00000175832	regulate
RPC155_01	ENSG00000126603	regulate
ENSG00000197928	ZNF677_02	protein
YY1_01	ENSG00000097007	regulate
RFX1_02	ENSG00000140548	regulate
IRF5_Q3	ENSG00000165702	regulate
ENSG00000184895	SRY_08	protein
FOX_Q2	ENSG00000185155	regulate
ENSG00000245848	CEBPA_Q6	protein
FREAC7_01	ENSG00000171469	regulate
LXRBRXRA_Q5	ENSG00000156925	regulate
OCT1_04	ENSG00000121903	regulate
ENSG00000068305	MEF2A_06	protein
TBX15_01	ENSG00000168214	regulate
HNF3_Q6_01	ENSG00000132170	regulate
HSF2_02	ENSG00000177030	regulate
HDAC2_06	ENSG00000083828	regulate
HNF3_Q6_01	ENSG00000197360	regulate
HDAC2_06	ENSG00000166949	regulate
ERFFOXO1_01	ENSG00000176678	regulate
HFH3_01	ENSG00000165821	regulate
NFY_01	ENSG00000160229	regulate
HNF3_Q6_01	ENSG00000071564	regulate
HNF3_Q6_01	ENSG00000143621	regulate
MEF2C_02	ENSG00000139800	regulate
BCL6_01	ENSG00000123576	regulate
RPC155_01	ENSG00000277462	regulate
ENSG00000007372	PAX6_02	protein
ALX3_04	ENSG00000165804	regulate
USF_01	ENSG00000131115	regulate
HDAC2_06	ENSG00000179909	regulate
ZNF263_02	ENSG00000131759	regulate
MAFG_Q3	ENSG00000164458	regulate
BCL6_01	ENSG00000143390	regulate
GKLF_Q3	ENSG00000164107	regulate
TST1_02	ENSG00000145734	regulate
RFX1_Q6	ENSG00000104064	regulate
OCT1_03	ENSG00000179456	regulate
LMX1B_01	ENSG00000119138	regulate
HSF2_04	ENSG00000130699	regulate
NF1_Q6	ENSG00000147596	regulate
HDAC2_06	ENSG00000132010	regulate
HMGIY_Q3	ENSG00000196357	regulate
IRF1_05	ENSG00000278500	regulate
HDAC2_06	ENSG00000115207	regulate
RPC155_01	ENSG00000196214	regulate
IRF4_Q5	ENSG00000140307	regulate
ENSG00000185122	HSF1_04	protein
FOXJ2_01	ENSG00000102908	regulate
OCTAMER_01	ENSG00000130699	regulate
ENSG00000183770	FOXL2_Q2	protein
REST_01	ENSG00000125817	regulate
HOXD12_01	ENSG00000274349	regulate
HDAC2_06	ENSG00000214029	regulate
NKX63_01	ENSG00000137203	regulate
FOXP1_01	ENSG00000115297	regulate
ENSG00000160973	FOX_Q2	protein
CDP_02	ENSG00000170631	regulate
ZNF777_01	ENSG00000117036	regulate
HNF3_Q6_01	ENSG00000198466	regulate
HOXC5_01	ENSG00000198740	regulate
RPC155_01	ENSG00000181315	regulate
IRF1_05	ENSG00000025434	regulate
HDAC2_06	ENSG00000188227	regulate
ENSG00000126561	STAT5A_02	protein
GR_01	ENSG00000162624	regulate
ZNFPT1_01	ENSG00000143355	regulate
FOXP1_01	ENSG00000167554	regulate
NKX63_01	ENSG00000160352	regulate
PMX2B_01	ENSG00000173039	regulate
ENSG00000064195	ERFDLX3_01	protein
HDAC2_06	ENSG00000214575	regulate
HFH3_01	ENSG00000170325	regulate
PIT1_Q6	ENSG00000167081	regulate
ENSG00000160224	AIRE_02	protein
CGBP_01	ENSG00000167157	regulate
BCL6_01	ENSG00000009950	regulate
ENSG00000126767	ELK1PAX9_01	protein
ZNF479_01	ENSG00000154957	regulate
IRX5_01	ENSG00000171291	regulate
ENSG00000173917	HOXB2PITX1_01	protein
DUXA_02	ENSG00000273046	regulate
HDAC2_06	ENSG00000186564	regulate
BCL6_01	ENSG00000223547	regulate
NKX12_01	ENSG00000169375	regulate
ARX_03	ENSG00000147133	regulate
PLZF_02	ENSG00000172845	regulate
TCF3_01	ENSG00000188283	regulate
HDAC2_06	ENSG00000018869	regulate
HNF3_Q6_01	ENSG00000171970	regulate
FOXC1_02	ENSG00000142700	regulate
PU1_Q4	ENSG00000162992	regulate
ESX1_01	ENSG00000174963	regulate
FOXJ2_01	ENSG00000267508	regulate
FOXP1_01	ENSG00000112658	regulate
PU1_Q4	ENSG00000117707	regulate
NOR1_02	ENSG00000275111	regulate
ENSG00000179456	ZBTB18_01	protein
ENSG00000165462	PHOX2A_02	protein
RPC155_01	ENSG00000100219	regulate
FOXP1_01	ENSG00000104903	regulate
HFH3_01	ENSG00000182141	regulate
SIX3_Q6	ENSG00000242852	regulate
RFX2_05	ENSG00000112561	regulate
LXRBRXRA_Q5_01	ENSG00000197808	regulate
RPC155_01	ENSG00000172006	regulate
DBX2_01	ENSG00000197608	regulate
FOXD3_01	ENSG00000185155	regulate
SOX11_Q6	ENSG00000197608	regulate
ENSG00000169297	DAX1_01	protein
HOXB4_01	ENSG00000081386	regulate
IRF1_05	ENSG00000178573	regulate
BCL6_01	ENSG00000130699	regulate
ZNF585A_01	ENSG00000186812	regulate
RPC155_01	ENSG00000180787	regulate
HNF1B_04	ENSG00000188171	regulate
HDAC2_06	ENSG00000171291	regulate
POU2F1GSC2_01	ENSG00000007968	regulate
PU1_Q4	ENSG00000018607	regulate
ENSG00000106038	MEIS1EVX1_01	protein
HNF3_Q6_01	ENSG00000126368	regulate
FOXD2_04	ENSG00000213799	regulate
ENSG00000081189	MEF2C_02	protein
PU1_Q4	ENSG00000197483	regulate
ETS1_04	ENSG00000197483	regulate
AIRE_01	ENSG00000197123	regulate
OCT1_08	ENSG00000214029	regulate
RUNX2_04	ENSG00000140307	regulate
RPC155_01	ENSG00000118156	regulate
ENSG00000112658	RFX3SRF_01	protein
BCL6_01	ENSG00000164093	regulate
PU1_Q4	ENSG00000167232	regulate
HDAC2_06	ENSG00000126561	regulate
RPC155_01	ENSG00000100823	regulate
ENSG00000101412	E2F1EOMES_02	protein
BRN3C_01	ENSG00000070444	regulate
ETS1_B	ENSG00000164256	regulate
ENSG00000245848	CEBPA_Q4	protein
ZNF629_02	ENSG00000005073	regulate
PPARG_01	ENSG00000124782	regulate
HFH3_01	ENSG00000148737	regulate
HSF1_Q6_01	ENSG00000197579	regulate
NANOG_02	ENSG00000263002	regulate
SOX2_03	ENSG00000066422	regulate
PMX2A_01	ENSG00000162676	regulate
ENSG00000066136	NFY_Q3	protein
ENSG00000185122	HSF1_Q5	protein
ENSG00000084093	NRSF_01	protein
ZNF418_02	ENSG00000131668	regulate
ENSG00000198807	HOXB2PAX9_01	protein
ENSG00000085276	EVI1_04	protein
ENSG00000256771	ZNF253_01	protein
HDAC2_06	ENSG00000153234	regulate
ERR2_Q3	ENSG00000122691	regulate
IRF1_05	ENSG00000198556	regulate
GCM2DLX2_01	ENSG00000105516	regulate
HDAC2_06	ENSG00000108055	regulate
LXRBRXRA_Q5_01	ENSG00000215343	regulate
YY1_01	ENSG00000168505	regulate
HDAC2_06	ENSG00000180938	regulate
RELBP50_Q3	ENSG00000088876	regulate
ENSG00000012504	LXR_Q6	protein
IRF1_05	ENSG00000177599	regulate
FOXP3_Q4	ENSG00000137090	regulate
GCM2SOX15_01	ENSG00000136931	regulate
HNF3_Q6_01	ENSG00000181220	regulate
HNF4A_11	ENSG00000143621	regulate
PDX1_05	ENSG00000229809	regulate
ONECUT3_01	ENSG00000142409	regulate
BCL6_01	ENSG00000160352	regulate
DRGX_01	ENSG00000137309	regulate
BCL6_01	ENSG00000134852	regulate
IRF1_05	ENSG00000095564	regulate
RPC155_01	ENSG00000196437	regulate
ENSG00000204060	CUX1FOXO6_01	protein
HOXD3_01	ENSG00000161405	regulate
HDAC2_06	ENSG00000171466	regulate
ENSG00000122145	TBX22_02	protein
MEF2_Q6_03	ENSG00000139687	regulate
LXRDR4_Q3	ENSG00000263001	regulate
HNF3_Q6_01	ENSG00000185670	regulate
HOXB2EOMES_01	ENSG00000128000	regulate
POU2F1GSC2_01	ENSG00000170954	regulate
HNF6_Q6_01	ENSG00000116132	regulate
GLI_Q6	ENSG00000196378	regulate
PR_01	ENSG00000160908	regulate
ENSG00000101412	E2F1_04	protein
ENSG00000171634	FAC1_01	protein
ENSG00000163623	NKX61_03	protein
HNF3_Q6_01	ENSG00000185022	regulate
PITX2_01	ENSG00000125846	regulate
PAX6_02	ENSG00000176692	regulate
DMRT5_01	ENSG00000227124	regulate
HOXC8_01	ENSG00000161405	regulate
BCL6_01	ENSG00000188283	regulate
ZNF620_01	ENSG00000084093	regulate
ZBTB33_05	ENSG00000258289	regulate
RPC155_01	ENSG00000167685	regulate
HDAC2_06	ENSG00000126603	regulate
ENSG00000197472	ZNF695_02	protein
BCL6_01	ENSG00000214575	regulate
BARX1_03	ENSG00000175879	regulate
ENSG00000120149	MSX2_03	protein
DBX1_01	ENSG00000198740	regulate
TATA_01	ENSG00000177468	regulate
ENSG00000128604	IRF5_Q3	protein
ENSG00000165066	NKX63_01	protein
PU1_Q4	ENSG00000116560	regulate
SPIC_03	ENSG00000198482	regulate
PLZF_02	ENSG00000073861	regulate
SRF_Q5_02	ENSG00000175325	regulate
HDAC2_06	ENSG00000152475	regulate
BCL6_01	ENSG00000198795	regulate
HDAC2_06	ENSG00000143995	regulate
TFAP2C_02	ENSG00000139445	regulate
HNF3_Q6_01	ENSG00000182903	regulate
ENSG00000163508	POU2F1EOMES_01	protein
IRF1_05	ENSG00000065029	regulate
TEAD4ESRRB_01	ENSG00000197279	regulate
CGBP_01	ENSG00000128713	regulate
EBF1_03	ENSG00000126003	regulate
TBX1_04	ENSG00000185669	regulate
FOXO1_06	ENSG00000016082	regulate
HNF4G_04	ENSG00000165244	regulate
IRF1_05	ENSG00000169131	regulate
FOX_Q2	ENSG00000103199	regulate
ENSG00000167081	PBX3_03	protein
S8_01	ENSG00000251192	regulate
ARX_01	ENSG00000198740	regulate
ZNF764_01	ENSG00000167182	regulate
NMYC_01	ENSG00000147596	regulate
HDAC2_06	ENSG00000197162	regulate
OTP_01	ENSG00000173039	regulate
ENSG00000173153	ERR1_Q2	protein
ZNF841_04	ENSG00000183621	regulate
ENSG00000101115	DRRS_01	protein
GRE_C	ENSG00000186376	regulate
RPC155_01	ENSG00000213799	regulate
HSF1_02	ENSG00000130699	regulate
ENSG00000204231	DR3_Q4	protein
DUX4_02	ENSG00000125945	regulate
LMX1B_01	ENSG00000128714	regulate
ENSG00000169083	AR_Q6_01	protein
RPC155_01	ENSG00000105672	regulate
IRF3_Q3	ENSG00000158773	regulate
ENSG00000204531	POU5F1_04	protein
MSX1_04	ENSG00000113430	regulate
RPC155_01	ENSG00000162086	regulate
NFY_Q6_01	ENSG00000214189	regulate
FOXD2_01	ENSG00000145908	regulate
IRF1_05	ENSG00000119574	regulate
STAT5A_Q6	ENSG00000181638	regulate
ZNF66_01	ENSG00000168826	regulate
CDX_Q5	ENSG00000111087	regulate
ENSG00000137265	IRF_Q6	protein
EGR1_12	ENSG00000121903	regulate
ETS1_04	ENSG00000160741	regulate
FREAC4_01	ENSG00000105750	regulate
LXRBRXRA_Q5_01	ENSG00000095564	regulate
LBX2_01	ENSG00000251192	regulate
ZNF33B_03	ENSG00000198740	regulate
IRF1_05	ENSG00000099326	regulate
ENSG00000186350	LXRBRXRA_Q5_01	protein
ENSG00000113580	GR_Q6_02	protein
OCT2_01	ENSG00000124613	regulate
ENSG00000172216	CEBPB_01	protein
IRF1_05	ENSG00000189180	regulate
PAX4_04	ENSG00000153234	regulate
HDAC2_06	ENSG00000105708	regulate
EGR1_12	ENSG00000204920	regulate
ENSG00000182983	ZNF662_01	protein
ALX4TBX21_01	ENSG00000196767	regulate
MEF2_04	ENSG00000172888	regulate
BARX2_01	ENSG00000064835	regulate
NFIB_01	ENSG00000165030	regulate
BCL6_01	ENSG00000025434	regulate
BCL6_01	ENSG00000109320	regulate
HMGIY_Q3	ENSG00000204611	regulate
PMX2A_01	ENSG00000256223	regulate
HDAC2_06	ENSG00000179195	regulate
IRF1_05	ENSG00000260027	regulate
LXR_Q6	ENSG00000105610	regulate
BCL6_01	ENSG00000172530	regulate
ENSG00000118513	CMYB_Q5	protein
BCL6_01	ENSG00000103449	regulate
BCL6_01	ENSG00000140836	regulate
BCL6_01	ENSG00000171532	regulate
VSX1_01	ENSG00000198740	regulate
HDAC2_06	ENSG00000111783	regulate
ENSG00000185610	DBX2_01	protein
ENSG00000197016	ZNF470_03	protein
CEBPE_Q6_01	ENSG00000177873	regulate
IRF1_05	ENSG00000197757	regulate
BCL6_01	ENSG00000257923	regulate
JUND_05	ENSG00000085276	regulate
ENSG00000198046	ZNF667_03	protein
ENSG00000124827	GCM2E2F8_01	protein
HDAC2_06	ENSG00000116478	regulate
EGR1_16	ENSG00000205927	regulate
HFH3_01	ENSG00000182986	regulate
IRF1_05	ENSG00000178338	regulate
BCL6_01	ENSG00000169057	regulate
BCL6_01	ENSG00000130182	regulate
AIRE_01	ENSG00000173253	regulate
ENSG00000204335	SP5_Q2	protein
LXRBRXRA_Q5_01	ENSG00000170949	regulate
PAX4_04	ENSG00000184271	regulate
HDAC2_06	ENSG00000077463	regulate
IRF4_Q5	ENSG00000106546	regulate
ENSG00000184895	SOX_Q4	protein
ENSG00000176887	SOX11_Q6	protein
CART1_02	ENSG00000173039	regulate
BCL6_01	ENSG00000197360	regulate
ENSG00000257923	CUX1_05	protein
HDAC2_06	ENSG00000142025	regulate
ENSG00000129194	SOX15_07	protein
HOXD10_01	ENSG00000168036	regulate
LHX3_01	ENSG00000173039	regulate
HMGIY_Q3	ENSG00000278129	regulate
HFH3_01	ENSG00000198464	regulate
SHOX2_01	ENSG00000173404	regulate
OCT1_04	ENSG00000136866	regulate
BCL6_01	ENSG00000172006	regulate
FOXP1_01	ENSG00000197472	regulate
CGBP_01	ENSG00000198026	regulate
BCL6_01	ENSG00000006377	regulate
DBX2_01	ENSG00000198740	regulate
FOXJ2HOXB13_01	ENSG00000180818	regulate
PLZFB_Q3	ENSG00000204779	regulate
TCF1_Q5_01	ENSG00000196767	regulate
LUN1_01	ENSG00000186130	regulate
HMGIY_Q3	ENSG00000160961	regulate
HDAC2_06	ENSG00000214513	regulate
BCL6_01	ENSG00000085276	regulate
SATB1_Q3	ENSG00000251247	regulate
HNF3B_01	ENSG00000137265	regulate
OTP_01	ENSG00000159387	regulate
BCL6_01	ENSG00000215421	regulate
ENSG00000137309	HMGIY_Q3	protein
BCL6_01	ENSG00000082175	regulate
SETDB1_01	ENSG00000171606	regulate
FOX_Q2	ENSG00000175213	regulate
ENSG00000163508	HOXA3EOMES_01	protein
HDAC2_06	ENSG00000130182	regulate
GRHL1_01	ENSG00000121406	regulate
RARG_Q3	ENSG00000204366	regulate
NFAT2_Q5_01	ENSG00000130803	regulate
ZNF431_02	ENSG00000135373	regulate
ENSG00000184271	POU6F1_03	protein
IRF1_05	ENSG00000189144	regulate
ENSG00000057657	PRDM1_02	protein
SOX9_05	ENSG00000123405	regulate
RFX1_02	ENSG00000171786	regulate
HFH3_01	ENSG00000221923	regulate
FREAC7_01	ENSG00000009709	regulate
ENSG00000116604	MEF2_Q6_03	protein
BCL6_01	ENSG00000008441	regulate
LHX2_03	ENSG00000168779	regulate
BCL6_01	ENSG00000131061	regulate
ENSG00000164853	UNCX41_01	protein
CART1_03	ENSG00000158711	regulate
EWSR1FLI1_01	ENSG00000080298	regulate
HDAC2_06	ENSG00000171448	regulate
ZNF454_01	ENSG00000160199	regulate
RUNX2_04	ENSG00000165821	regulate
IRX5_01	ENSG00000158711	regulate
S8_01	ENSG00000173039	regulate
ENSG00000102145	GATA1_04	protein
BCL6_01	ENSG00000147124	regulate
TEF1_Q6_04	ENSG00000187792	regulate
ENSG00000171786	CLOCKNHLH1_01	protein
CDX_Q5	ENSG00000121864	regulate
FOXN2_02	ENSG00000101115	regulate
PIT1_01	ENSG00000070444	regulate
LXRBRXRA_Q5_01	ENSG00000066136	regulate
TRPS1_Q3	ENSG00000213973	regulate
IRF1_05	ENSG00000137273	regulate
ENSG00000179388	KROX_Q6	protein
NFY_Q3	ENSG00000159915	regulate
ENSG00000253293	HOXA10_03	protein
OCT1_08	ENSG00000197608	regulate
E2F3EOMES_01	ENSG00000140307	regulate
ENSG00000142611	PRDM16_01	protein
ENSG00000106331	PAX4_04	protein
IRF1_05	ENSG00000137203	regulate
LHX9_04	ENSG00000196437	regulate
ENSG00000184486	BRN2_01	protein
ENSG00000131668	BARX1_03	protein
CUX2_02	ENSG00000005073	regulate
HDAC2_06	ENSG00000277462	regulate
SOX21_06	ENSG00000177842	regulate
ENSG00000085276	EVI_Q6	protein
SETDB1_01	ENSG00000254004	regulate
ENSG00000173039	NFKB1_Q4	protein
LXRBRXRA_Q5_01	ENSG00000176222	regulate
ENSG00000204611	ZNF616_01	protein
IRF1_05	ENSG00000163848	regulate
HNF3B_01	ENSG00000162624	regulate
CDX_Q5	ENSG00000154832	regulate
BCL6_01	ENSG00000173041	regulate
ENSG00000173917	HOXB2ELK1_02	protein
NFE2L1_Q5	ENSG00000113658	regulate
TRPS1_Q3	ENSG00000245680	regulate
ZNF674_01	ENSG00000068305	regulate
ZNF263_02	ENSG00000170653	regulate
E2F1EOMES_02	ENSG00000215397	regulate
FOXO1ELK3_02	ENSG00000198482	regulate
HDAC2_06	ENSG00000008441	regulate
IRF1_05	ENSG00000188909	regulate
FOXJ2_01	ENSG00000152475	regulate
BCL6_01	ENSG00000283620	regulate
ZNF569_03	ENSG00000186130	regulate
SP2_07	ENSG00000181315	regulate
GATA2_09	ENSG00000283620	regulate
IRF1_05	ENSG00000140009	regulate
HNF3_Q6_01	ENSG00000198816	regulate
SOX11_Q6	ENSG00000198131	regulate
HFH3_01	ENSG00000197483	regulate
PIT1_01	ENSG00000251192	regulate
ENSG00000203326	ZNF525_01	protein
HNF3_Q6_01	ENSG00000180828	regulate
BCL6_01	ENSG00000176083	regulate
NFYC_Q5	ENSG00000064195	regulate
SP4_05	ENSG00000089335	regulate
BCL6_01	ENSG00000119138	regulate
HDAC2_06	ENSG00000213973	regulate
STAT5A_02	ENSG00000152192	regulate
ENSG00000151090	THRB_02	protein
GTF3C2_01	ENSG00000171574	regulate
ENSG00000130711	PRDM12_01	protein
BCL6_01	ENSG00000189042	regulate
HNF3_Q6_01	ENSG00000077463	regulate
IRX2_01	ENSG00000100968	regulate
SOX2_Q3	ENSG00000161405	regulate
ENSG00000124766	SOX_Q4	protein
BCL6_01	ENSG00000198028	regulate
RPC155_01	ENSG00000118620	regulate
BCL6_01	ENSG00000269699	regulate
RPC155_01	ENSG00000204519	regulate
HDAC2_06	ENSG00000198453	regulate
ZIC3_06	ENSG00000161298	regulate
K2B_01	ENSG00000145734	regulate
OCT1_04	ENSG00000124827	regulate
LXRBRXRA_Q5_01	ENSG00000177030	regulate
ENSG00000105996	HOXA2_01	protein
ENSG00000064835	POU1F1_04	protein
TEAD4CLOCK_01	ENSG00000145734	regulate
HDAC2_06	ENSG00000167635	regulate
HDAC2_06	ENSG00000116016	regulate
BCL6_01	ENSG00000197279	regulate
NFAT2_Q5_01	ENSG00000175213	regulate
ENSG00000230797	YY2_01	protein
ISL2_01	ENSG00000173039	regulate
GFI1_Q6	ENSG00000196152	regulate
FOXP1_01	ENSG00000197782	regulate
ZNF799_02	ENSG00000115966	regulate
IRX4_01	ENSG00000171291	regulate
ENSG00000131408	LXRBRXRA_Q5_01	protein
HDAC2_06	ENSG00000242852	regulate
NR2F1_02	ENSG00000163795	regulate
ENSG00000105672	ETV2DLX3_03	protein
CRX_Q4	ENSG00000122034	regulate
EGR1_12	ENSG00000159885	regulate
HDAC2_06	ENSG00000171469	regulate
PLZF_02	ENSG00000196345	regulate
FOXP1_01	ENSG00000152454	regulate
FOXP2_01	ENSG00000126003	regulate
FOXJ2_02	ENSG00000134532	regulate
EN1_08	ENSG00000162676	regulate
POU2F1SOX2_01	ENSG00000166211	regulate
SOX2_Q3	ENSG00000105856	regulate
ENSG00000168779	SHOX2_01	protein
ARX_03	ENSG00000164853	regulate
BCL6_01	ENSG00000183733	regulate
ENSG00000245680	ZNF585B_03	protein
IRF1_05	ENSG00000171295	regulate
ZSCAN16_01	ENSG00000197037	regulate
ENSG00000169057	MECP2_Q4	protein
FOXD4L4_01	ENSG00000057657	regulate
ENSG00000126456	IRF7_04	protein
RPC155_01	ENSG00000077150	regulate
HDAC2_06	ENSG00000196458	regulate
ZNF630_01	ENSG00000173480	regulate
ENSG00000143995	MEIS1HOXA13_01	protein
BCL6_01	ENSG00000177125	regulate
ENSG00000141510	P53_03	protein
PHOX2B_02	ENSG00000001167	regulate
ENSG00000128710	HOXD10_01	protein
STAT5A_02	ENSG00000136870	regulate
ETS1_04	ENSG00000130803	regulate
CGBP_01	ENSG00000167384	regulate
CART1_01	ENSG00000196172	regulate
PLZF_02	ENSG00000143190	regulate
GTF3C2_01	ENSG00000095564	regulate
ENSG00000143190	POU2F1HOXB13_01	protein
BCL6_01	ENSG00000197134	regulate
ENSG00000110851	SC1_01	protein
FOXO3A_Q1	ENSG00000182111	regulate
HDAC2_06	ENSG00000184677	regulate
ENSG00000081059	LEF1TCF1_Q4	protein
EGR4_02	ENSG00000067955	regulate
RPC155_01	ENSG00000178187	regulate
PU1_Q4	ENSG00000167555	regulate
ZNF329_03	ENSG00000131668	regulate
ENSG00000273514	FOXD4L6_01	protein
IRF1_05	ENSG00000166526	regulate
ENSG00000185177	ZNF479_03	protein
IRF1_05	ENSG00000173976	regulate
TFAP2A_02	ENSG00000052850	regulate
ENSG00000115844	GCM2DLX2_01	protein
FOXR1_01	ENSG00000278570	regulate
K2B_01	ENSG00000162676	regulate
ENSG00000186951	PPARARXRA_01	protein
CDX_Q5	ENSG00000140836	regulate
BCL6_01	ENSG00000129173	regulate
ZFP90_02	ENSG00000102935	regulate
POU2F1_03	ENSG00000120784	regulate
NFY_Q6_01	ENSG00000170689	regulate
ENSG00000119715	ERR2_Q3	protein
ENSG00000020633	AML_Q6	protein
ENSG00000063587	ZNF275_01	protein
FOXP1_01	ENSG00000171574	regulate
PITX1EOMES_01	ENSG00000173575	regulate
BCL6_01	ENSG00000097007	regulate
LXRBRXRA_Q5_01	ENSG00000171469	regulate
HDAC2_06	ENSG00000101057	regulate
PDX1_05	ENSG00000197905	regulate
LHX5_01	ENSG00000169375	regulate
IRF1_05	ENSG00000188033	regulate
FOXP1_01	ENSG00000256771	regulate
STAT_Q6	ENSG00000215271	regulate
ENSG00000073861	HOXC10TBX21_01	protein
POU4F2_01	ENSG00000167074	regulate
STAT5A_01	ENSG00000188629	regulate
ENSG00000204231	RXRPXR_Q2	protein
BCL6_01	ENSG00000170954	regulate
ENSG00000167380	ZNF226_01	protein
ENSG00000187079	TEF_01	protein
ENSG00000197857	ZNF44_02	protein
HDAC2_06	ENSG00000140009	regulate
LXRBRXRA_Q5_01	ENSG00000101076	regulate
RXRB_01	ENSG00000163795	regulate
RPC155_01	ENSG00000257446	regulate
CEBPE_Q6	ENSG00000196214	regulate
FREAC7_01	ENSG00000198815	regulate
HNF1_Q6	ENSG00000229809	regulate
HDAC2_06	ENSG00000083814	regulate
LHX61_02	ENSG00000175387	regulate
NR1D2_01	ENSG00000138738	regulate
HNF1_Q6	ENSG00000256229	regulate
ZNF585B_04	ENSG00000088038	regulate
SETDB1_01	ENSG00000186026	regulate
ENSG00000163508	HOXB2EOMES_01	protein
ENSG00000258873	DUXA_02	protein
ENSG00000126767	ELK1PAX5_01	protein
DMRT1_01	ENSG00000137270	regulate
NANOG_02	ENSG00000064835	regulate
ENSG00000245848	CEBP_01	protein
HOXC13_01	ENSG00000189180	regulate
NKX21_01	ENSG00000126746	regulate
HDAC2_06	ENSG00000177426	regulate
